|_unit_id|_created_at|_golden|_id|_missed|_started_at|_tainted|_channel|_trust|_worker_id|_country|_region|_city|_ip|word_or_shortphrase|instruction|tweet|tweet_no|tweet_no_rt|type_of_message|type_of_messageconfidence|word_or_shortphrase_gold
1035|240632893|1/3/2013 09:53:14|True|798186562||1/3/2013 09:51:20|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|65 victims|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
1036|240632893|1/3/2013 10:33:39|True|798229733||1/3/2013 10:30:45|False|cbf|0.8571|13815080|USA|CO|Denver|67.164.184.239|65|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
1037|240632893|1/3/2013 10:38:59|True|798234874||1/3/2013 10:35:46|False|instagc|1.0|13900808|USA|FL|Alachua|174.131.116.254|65 victims|indicates who has (or how many people have) been injured or dead|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|119076|Ã¤Ã³Ã¬@hurricannesandy: R.I.P to the 65 victims who lost their lives because of Hurricane Sandy. RT for respect &lt;3Ã¤Ã³Â|Informative: casualties (people injured or dead)|1.0|"65 victims
65
R.I.P to the 65 victims"
1038|240632894|1/2/2013 17:58:39|False|797257047||1/2/2013 17:54:29|False|instagc|0.8571|13905521|USA|GA|Statesboro|209.221.52.48|help the hurricane Sandy victims|indicates what (money, goods, work, free services, etc.) is being offered as a donation|I want to volunteer to help the hurricane Sandy victims. If anyone knows how I can get involved please let me know!|34364|I want to volunteer to help the hurricane Sandy victims. If anyone knows how I can get involved please let me know!|Informative: offers/gives donations of money, goods, or free services|0.6452|
1039|240632894|1/2/2013 18:12:30|False|797266621||1/2/2013 18:11:04|False|amt|0.9|9184711|USA|CA|Simi Valley|75.84.166.54|volunteer|indicates what (money, goods, work, free services, etc.) is being offered as a donation|I want to volunteer to help the hurricane Sandy victims. If anyone knows how I can get involved please let me know!|34364|I want to volunteer to help the hurricane Sandy victims. If anyone knows how I can get involved please let me know!|Informative: offers/gives donations of money, goods, or free services|0.6452|
1040|240632894|1/2/2013 18:25:56|False|797276624||1/2/2013 18:23:25|False|instagc|0.8|14991354|USA|CA|Cerritos|97.93.52.198|I want to volunteer to help the hurricane Sandy victims|indicates what (money, goods, work, free services, etc.) is being offered as a donation|I want to volunteer to help the hurricane Sandy victims. If anyone knows how I can get involved please let me know!|34364|I want to volunteer to help the hurricane Sandy victims. If anyone knows how I can get involved please let me know!|Informative: offers/gives donations of money, goods, or free services|0.6452|
1050|240632897|1/2/2013 18:08:47|False|797263975||1/2/2013 18:05:29|False|instagc|0.8571|13905521|USA|GA|Statesboro|209.221.52.48|Tribeca power|names a structure, road, service, line, etc. that is not working or has been damaged|RT @wolfejosh: Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|85882|Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|Informative: damage (building, road, lines, etc.)|1.0|
1051|240632897|1/2/2013 18:29:39|False|797279722||1/2/2013 18:26:29|False|instagc|0.75|13256647|USA|GA|Ringgold|208.99.102.207|Tribeca power|names a structure, road, service, line, etc. that is not working or has been damaged|RT @wolfejosh: Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|85882|Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|Informative: damage (building, road, lines, etc.)|1.0|
1052|240632897|1/2/2013 18:31:01|False|797280781||1/2/2013 18:28:25|False|instagc|1.0|13629891|USA|NC|Gastonia|24.136.157.247|Tribeca power gone|names a structure, road, service, line, etc. that is not working or has been damaged|RT @wolfejosh: Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|85882|Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|Informative: damage (building, road, lines, etc.)|1.0|
1053|240632897|1/2/2013 18:31:11|False|797280860||1/2/2013 18:29:12|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|Tribeca|names a structure, road, service, line, etc. that is not working or has been damaged|RT @wolfejosh: Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|85882|Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|Informative: damage (building, road, lines, etc.)|1.0|
1054|240632897|1/2/2013 18:31:32|False|797281229||1/2/2013 18:25:50|False|instagc|1.0|14395853|USA|WA|Puyallup|50.132.104.154|Tribeca power gone|names a structure, road, service, line, etc. that is not working or has been damaged|RT @wolfejosh: Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|85882|Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|Informative: damage (building, road, lines, etc.)|1.0|
1055|240632897|1/2/2013 18:32:30|False|797281997||1/2/2013 18:27:35|False|instagc|0.8333|14336534|USA|IA|Cedar Rapids|173.26.215.86|Tribeca power gone|names a structure, road, service, line, etc. that is not working or has been damaged|RT @wolfejosh: Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|85882|Tribeca power gone #nyc #sandy Sole lights a cop car http://t.co/RwsBbhuG|Informative: damage (building, road, lines, etc.)|1.0|
1056|240632898|1/2/2013 18:19:29|False|797272059||1/2/2013 18:17:40|False|golddiggergpt|0.8|15039189|USA|IN|Noblesville|98.253.187.232|damage|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1057|240632898|1/2/2013 18:19:47|False|797272273||1/2/2013 18:16:07|False|instagc|0.8333|14336534|USA|IA|Cedar Rapids|173.26.215.86|NONE|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1058|240632898|1/2/2013 18:20:10|False|797272474||1/2/2013 18:17:36|False|instagc|0.8|15127516|USA|ND|Hazen|69.26.2.195|none|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1059|240632898|1/2/2013 18:20:27|False|797272647||1/2/2013 18:16:28|False|instagc|0.75|13256647|USA|GA|Ringgold|208.99.102.207|East River|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1060|240632898|1/2/2013 18:23:41|False|797274695||1/2/2013 18:21:09|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|look at the damage|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1061|240632898|1/2/2013 18:23:41|False|797274705||1/2/2013 18:21:17|False|instagc|0.8|13651583|USA|MN|Virginia|173.21.170.197|http://t.co/Fz0jLNsL|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1062|240632898|1/2/2013 18:23:45|False|797274741||1/2/2013 18:18:32|False|instagc|1.0|13629891|USA|NC|Gastonia|24.136.157.247|damage that was caused by #Sandy|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1063|240632898|1/2/2013 18:27:34|False|797277885||1/2/2013 18:14:37|False|instagc|0.75|13908671|USA|NE|Omaha|98.168.228.238|building, road|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1064|240632898|1/2/2013 18:31:45|False|797281451||1/2/2013 18:20:15|False|instagc|0.75|14309547|USA|MO|Springfield|75.42.239.15|East River|names a structure, road, service, line, etc. that is not working or has been damaged|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|21447|A look at the damage that was caused by #Sandy http://t.co/Fz0jLNsL SLIDE SHOW|Informative: damage (building, road, lines, etc.)|1.0|
1065|240632899|1/2/2013 18:19:29|False|797272061||1/2/2013 18:17:40|False|golddiggergpt|0.8|15039189|USA|IN|Noblesville|98.253.187.232|collapsed crane dangling from a building|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1066|240632899|1/2/2013 18:19:47|False|797272274||1/2/2013 18:16:07|False|instagc|0.8333|14336534|USA|IA|Cedar Rapids|173.26.215.86|collapsed crane|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1067|240632899|1/2/2013 18:20:10|False|797272476||1/2/2013 18:17:36|False|instagc|0.8|15127516|USA|ND|Hazen|69.26.2.195|collapsed crane dangling from a building|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1068|240632899|1/2/2013 18:20:27|False|797272648||1/2/2013 18:16:28|False|instagc|0.75|13256647|USA|GA|Ringgold|208.99.102.207|crane dangling from a building|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1069|240632899|1/2/2013 18:23:41|False|797274697||1/2/2013 18:21:09|False|instagc|0.875|14893322|USA|VA|Lynchburg|96.235.212.161|collapsed crane|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1070|240632899|1/2/2013 18:23:41|False|797274707||1/2/2013 18:21:17|False|instagc|0.8|13651583|USA|MN|Virginia|173.21.170.197|collapsed crane|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1071|240632899|1/2/2013 18:23:45|False|797274742||1/2/2013 18:18:32|False|instagc|1.0|13629891|USA|NC|Gastonia|24.136.157.247|building on 57th street, between 6th and 7th avenues.|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1072|240632899|1/2/2013 18:27:34|False|797277889||1/2/2013 18:14:37|False|instagc|0.75|13908671|USA|NE|Omaha|98.168.228.238|collapsed crane dangling from a building|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1073|240632899|1/2/2013 18:31:45|False|797281452||1/2/2013 18:20:15|False|instagc|0.75|14309547|USA|MO|Springfield|75.42.239.15|57th street, between 6th and 7th avenues|names a structure, road, service, line, etc. that is not working or has been damaged|"RT @TIME: NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|98518|"NYC firefighters look up at a collapsed crane dangling from a building | http://t.co/8abQk4SC #Sandy"|Informative: damage (building, road, lines, etc.)|1.0|
1087|240632902|1/2/2013 18:01:18|False|797259099||1/2/2013 17:59:43|False|instagc|0.9167|13441146|USA|GA|Cleveland|98.18.123.70|Path Station in downtown NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DianeSawyer: Shocking water level @ Path Station in downtown NYC. All this water stretching back about 5 mi to NJ. #Sandy http://t.co/VHGb4KDz|23644|Shocking water level @ Path Station in downtown NYC. All this water stretching back about 5 mi to NJ. #Sandy http://t.co/VHGb4KDz|Informative: damage (building, road, lines, etc.)|0.68|
1088|240632902|1/2/2013 18:14:02|False|797268064||1/2/2013 18:12:29|False|instagc|1.0|14853026|USA|PA|Mifflinville|72.79.132.143|Path Station in downtown NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DianeSawyer: Shocking water level @ Path Station in downtown NYC. All this water stretching back about 5 mi to NJ. #Sandy http://t.co/VHGb4KDz|23644|Shocking water level @ Path Station in downtown NYC. All this water stretching back about 5 mi to NJ. #Sandy http://t.co/VHGb4KDz|Informative: damage (building, road, lines, etc.)|0.68|
1089|240632902|1/2/2013 18:33:00|False|797282419||1/2/2013 18:31:03|False|instagc|1.0|13629891|USA|NC|Gastonia|24.136.157.247|Path Station in downtown NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @DianeSawyer: Shocking water level @ Path Station in downtown NYC. All this water stretching back about 5 mi to NJ. #Sandy http://t.co/VHGb4KDz|23644|Shocking water level @ Path Station in downtown NYC. All this water stretching back about 5 mi to NJ. #Sandy http://t.co/VHGb4KDz|Informative: damage (building, road, lines, etc.)|0.68|
