|sentence|appeal-code
6303|Between July 10 to July 15, heavy rainfall caused flash flooding that swept across various parts of the country including 12 provinces (Bayan-Ulgii, Selenge, Tuv, Khovd, Uvurkhangai, Arkhangai, Bulgan, Dornod, Khuvsgul, Sukhbaatar, Zavkhan, Dornogovi).|MDRMN008
6304|Roughly, 2,264 households had been affected in total and out of the affected areas, Bayan-Ulgii province had been the most severely affected that 929 households (approximately 3,500 people) had been directly affected by the flooding which caused severe damage to vital Infrastructure, property, livestock and crops.|MDRMN008
6305|In BayanUlgii province, out of 530 households who had been severely affected by the flooding, 185 households (668 people) were evacuated into 8 temporary shelters, 345 households (1844 people) were evacuated to safe areas.|MDRMN008
6306|Pit toilets are most commonly used in the flooded areas and most of the toilets had been overflown by the flood water contaminating the area and drinking water sources.|MDRMN008
6307|The LEMA had mobilized over 600 people and 100 units of technical equipment to the affected area to drain the flood water, restore flood-gates, dams and remove the concrete debris left by mudflow and flood sanitation infrastructure.|MDRMN008
6308|In Bayan-Ulgii, 260 hectares of thick contaminated mud and debris had covered the flooded area and the affected population had been provided with safe drinking water by water trucks.|MDRMN008
6309|A needs assessment and registration of the beneficiaries had been conducted by the multi-agency team including MRCS and other NGOs, governmental units in the area in Bayan-Ulgii.|MDRMN008
6310|NDRT and BDRT members were deployed to other provinces to assess the situation.|MDRMN008
6311|The affected people were in urgent need for shelter, food, non-food items (NFIs), water, sanitation, hygiene (WASH), and health assistance.|MDRMN008
6312|The initial operational plan was to assist 475 households in the affected areas, but MRCS had been requested by the State Emergency Commission officially on 19 July 2018, to scale up relief assistance to the flood affected provinces.|MDRMN008
6313|A detailed assessment was conducted subsequently by MRCS, confirming that there are needs in other locations which were not covered under initial DREF operation.|MDRMN008
6314|Thus, in addition to the initial DREF operation, which covers Uvurkhangai, Khovd provinces, the MRCS requested for a second DREF allocation to support sustainable interventions to assist 430 households in 10 more provinces (Arkhangai, Bulgan, Dornod, Khuvsgul, Sukhbaatar, Umnugovi, Zavkhan, Dornogovi, Selenge, Tuv) extending the operation timeframe to four months.|MDRMN008
6315|As the plan of action is updated, number of people to be assisted increased from 2,220 to 4,098 people.|MDRMN008
6365|The 2016-2017 rainy season in Mauritania was characterized by a fifty-eight percent decrease compared to the previous year.|MDRMR008
6366|Indeed, rainfall deficits exceeding 100 mm were recorded in several Wilayas in the south of the country, notably at the level of the two Hodhs (administrative regions), in Assaba, Brakna, Gorgol, Trarza and in Guidimagha.|MDRMR008
6367|The situation greatly affected crop production, particularly rain-fed crops, which in most areas produced low or even nonexistent output levels.|MDRMR008
6368|This drop in agricultural production impacted on rural populations, particularly in rain-fed areas (along the border strip) and in the traditional areas of Aftout, where the highest rates of food insecurity were recorded during that period.|MDRMR008
6369|The vulnerable households experienced a decline in their income from agricultural activities, either in terms of selfconsumption (cereals) or in terms of income from sales or rural work.|MDRMR008
6370|In urban areas, the food situation remained stable in general, with a food insecurity rate of less than 20 percent.|MDRMR008
6371|However, the peripheral areas of Nouakchott, due to the high density of the population, remained in terms of numbers, the main concentration zone of food-insecure populations.|MDRMR008
6372|It is worth mentioning that in Mauritania, the prevalence of acute overall malnutrition (MAG) is 9.5 percent.|MDRMR008
6373|This rate also confirmed the trends observed in the different nutritional surveys carried out in the post-harvest period.|MDRMR008
6374|Besides, population movements and insecurity aggravated the severity of food insecurity, increasing of the number of persons in crisis or in emergency status on the Integrated Food Security Phase Classification (IPC) scale.|MDRMR008
6375|As such, a CHF 206,067 support was requested from the Disaster Relief Emergency Fund (DREF) to assist the populations of Brakna and Gorgol who had high percentages of malnutrition cases.|MDRMR008
6376|The target number of persons to receive assistance for the two regions was set to 9,750 or 1,625 households2.|MDRMR008
6377|The DREF operation was geared towards addressing the needs of vulnerable pockets of populations identified in Brakna and Gorgol communes.|MDRMR008
6378|This helped the Mauritanian Red Crescent (MRC) to take part in the coordination efforts towards supporting communities suffering from food insecurity together with the International Federation of Red Cross and Red Crescent (IFRC) and the International Committee of the Red Cross (ICRC) as well as other partners of the food security cluster.|MDRMR008
6379|While responding to the crisis, the MRC also thought of strengthening the resilience of vulnerable households and improve the capacity of national actors to cope with future shocks.|MDRMR008
6380|Indeed, these objectives aimed at addressing an integrated response including immediate food assistance during the lean season as well as, strengthening or restoring livelihoods (depending on favourable conditions).|MDRMR008
6381|In addition, this DREF operation equally aimed at conducting an indepth needs assessment to allow NS develop a long-term plan to address issues pertaining to the food crisis in Sahel region.|MDRMR008
6382|The major donors and partners of the DREF include the Red Cross Societies and governments of Australia, Austria, Belgium, Canada, Denmark, Ireland, Italy, Japan, Luxembourg, Monaco, the Netherlands, Norway, Spain, Sweden and the USA, as well as DG ECHO, the UK Department for International Development (DFID), AECID, the Medtronic and Zurich Foundations and other corporate and private donors.|MDRMR008
